"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/11/2018","Verizon Wireless","Verizon","179.28","debit","Mobile Phone","Venture","",""
"1/11/2018","Shell","Shell Oil","33.95","debit","Gas & Fuel","Venture","",""
"1/10/2018","Dairy Queen","Dairy Queen","11.21","debit","Fast Food","Venture","",""
"1/10/2018","Netflix","Netflix","10.99","debit","Subscriptions","Venture","",""
"1/10/2018","Amazon","Amazon","43.69","debit","Baby Supplies","Venture","",""
"1/10/2018","Amazon","Amazon","46.97","debit","Baby Supplies","Venture","",""
"1/09/2018","Amazon","Amazon","6.06","debit","Baby Supplies","Venture","",""
"1/08/2018","Redbox","Redbox","11.50","debit","Movies & DVDs","Venture","",""
"1/08/2018","Home Depot","Home Depot","37.61","debit","Home Supplies/Servic","Venture","",""
"1/08/2018","Sunoco","Sunoco Gas","6.25","debit","Fast Food","Venture","",""
"1/08/2018","Amazon","Amazon","103.72","debit","Baby Supplies","Venture","",""
"1/06/2018","Amazon","Amazon","46.99","debit","Baby Supplies","Venture","",""
"1/04/2018","Amazon","Amazon","45.99","debit","Pet Food & Supplies","Venture","",""
"1/04/2018","Shell","Shell Oil","25.04","debit","Gas & Fuel","Venture","",""
"1/03/2018","Amazon","Amazon","26.84","debit","Home Supplies/Servic","Venture","",""
"1/03/2018","The Insitutes","IIA/CPCU INSTITUTE","696.08","debit","Prof Designation","Venture","",""
"1/02/2018","Applebees","Applebee's","15.68","debit","Restaurants","Venture","",""
"1/02/2018","Lino Restaurant","Lino's Restaurant","35.00","debit","Restaurants","Venture","",""
"1/02/2018","Shutterfly","Shutterfly","6.99","debit","Shopping","Venture","",""
"1/02/2018","Farm Bar Grille","The Farm Bar and Grille","34.87","debit","Restaurants","Venture","",""
"12/30/2017","Liberty Cafe","LIBERTY CAFE 18068791","5.20","debit","Fast Food","Venture","",""
"12/30/2017","Babies ""R"" Us","Babies R Us","32.85","debit","Kids","Venture","",""
"12/30/2017","Meineke","Meineke Car Care Center","34.95","debit","Service & Parts","Venture","",""
"12/29/2017","Sunoco","Sunoco Gas","10.00","debit","Fast Food","Venture","",""
"12/29/2017","Amazon","Amazon","106.72","debit","Shopping","Venture","",""
"12/28/2017","Amazon","Amazon","5.99","debit","Shopping","Venture","",""
"12/28/2017","Amazon","Amazon","12.58","debit","Shopping","Venture","",""
"12/27/2017","Hannaford","Hannaford","26.47","debit","Groceries","Venture","",""
"12/27/2017","Capital One","CAPITAL ONE MOBILE PYMT AuthDate 27-D ec","1450.00","credit","Transfer","Venture","",""
"12/26/2017","Dunkin Donuts","Dunkin Donuts","8.66","debit","Coffee Shops","Venture","",""
"12/26/2017","Hannaford","Hannaford","120.03","debit","Groceries","Venture","",""
"12/26/2017","Sunoco","Sunoco Gas","5.97","debit","Fast Food","Venture","",""
"12/26/2017","Liberty Cafe","LIBERTY CAFE 18068791","12.25","debit","Fast Food","Venture","",""
"12/26/2017","Toys ""R"" Us","Toys R Us","8.82","debit","Toys","Venture","",""
"12/23/2017","Toys ""R"" Us","Toys R Us","16.98","debit","Toys","Venture","",""
"12/22/2017","Toys ""R"" Us","Toys R Us","67.99","debit","Toys","Venture","",""
"12/22/2017","Amazon","Amazon","45.99","debit","Shopping","Venture","",""
"12/21/2017","Toys ""R"" Us","Toys R Us","30.58","debit","Toys","Venture","",""
"12/21/2017","Circle K","Circle K","25.00","debit","Gas & Fuel","Venture","",""
"12/21/2017","Liberty Mutual","Liberty Mutual","159.58","debit","Auto Insurance","Venture","",""
"12/20/2017","Hannaford","Hannaford","38.75","debit","Groceries","Venture","",""
"12/20/2017","Circle K","Circle K","10.48","debit","Gas Stn Snacks/Beer","Venture","",""
"12/19/2017","Aroma Joes","Aroma Joe's Coffee","5.25","debit","Coffee Shops","Venture","",""
"12/18/2017","Amazon","Amazon","18.99","debit","Shopping","Venture","",""
"12/18/2017","Dunkin Donuts","Dunkin Donuts","3.47","debit","Coffee Shops","Venture","",""
"12/16/2017","Stillwater Kennels","Stillwater Kennels & Training","38.00","debit","Daycare","Venture","",""
"12/16/2017","McDonald's","McDonald's","9.33","debit","Fast Food","Venture","",""
"12/15/2017","Amazon","Amazon","24.95","debit","Shopping","Venture","",""
"12/15/2017","Amazon","Amazon","7.19","debit","Shopping","Venture","",""
"12/13/2017","You'nique","Younique","37.50","debit","Misc Shopping","Venture","",""
"12/12/2017","Cash Back Reward","CREDIT-CASH BACK REWARD","43.00","credit","Credit Card Rewards","Venture","",""
"12/12/2017","Amazon","Amazon","11.77","debit","Shopping","Venture","",""
"12/12/2017","Kohl's","Kohl's","39.99","credit","Clothing - MDP","Venture","",""
"12/11/2017","Amazon","Amazon","18.89","debit","Shopping","Venture","",""
"12/11/2017","Amazon","Amazon","43.69","debit","Shopping","Venture","",""
"12/11/2017","Verizon Wireless","Verizon","179.28","debit","Mobile Phone","Venture","",""
"12/11/2017","Home Depot","Home Depot","20.12","debit","Home Improvement","Venture","",""
"12/11/2017","miltons","Milton Veterinary Clinic","67.15","debit","Veterinary","Venture","",""
"12/07/2017","Daisy Janes","Daisy Janes","21.08","debit","Restaurants","Venture","",""
"12/07/2017","Hannaford","Hannaford","21.01","debit","Groceries","Venture","",""
"12/07/2017","Liberty Cafe","LIBERTY CAFE 18068791","5.20","debit","Fast Food","Venture","",""
"12/07/2017","Kohl's","Kohl's","39.99","debit","Clothing - MDP","Venture","",""
"12/06/2017","Jd Howard Dental","JD Howard Dental","214.00","debit","Dentist","Venture","",""
"12/06/2017","Hannaford","Hannaford","24.08","debit","Groceries","Venture","",""
"12/06/2017","Fat Tomato Grill","Fat Tomato Grill","1.89","debit","Restaurants","Venture","",""
"12/02/2017","Amazon","Amazon","12.99","debit","Shopping","Venture","",""
"12/01/2017","Extreme Hair","Extreme Hair","25.00","debit","Hair","Venture","",""
"12/01/2017","E-ZPass","NH E-ZPass","1.75","debit","EZ Pass Tolls","Venture","",""
"12/01/2017","Fantasydata Llc","FANTASYDATA LLC","15.00","debit","Restaurants","Venture","",""
"12/01/2017","Stillwater Kennels","Stillwater Kennels & Training","38.00","debit","Daycare","Venture","",""
"12/01/2017","Circle K","Circle K","20.00","debit","Gas & Fuel","Venture","",""
"12/01/2017","Amazon","Amazon","7.49","debit","Shopping","Venture","",""
"11/28/2017","Capital One","CAPITAL ONE MOBILE PYMT AuthDate 28-N ov","1400.00","credit","Transfer","Venture","",""
"11/27/2017","Amazon","Amazon","19.10","debit","Shopping","Venture","",""
"11/27/2017","miltons","Milton Veterinary Clinic","109.60","debit","Veterinary","Venture","",""
"11/24/2017","Dunkin Donuts","Dunkin Donuts","5.59","debit","Fast Food","Venture","",""
"11/24/2017","Wal-Mart","Walmart","4.72","debit","Shopping","Venture","",""
